Procedimento;RN;Vigencia;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
MEATOPLASTIA (RETALHO CUTÂNEO);;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEATOTOMIA URETRAL;;;X;SIM;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOURETRA PROXIMAL (CISTOURETROPLASTIA);;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CARÚNCULA;;;X;SIM;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE VÁLVULA URETRAL POSTERIOR;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR URETRAL - EXCISÃO;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETRECTOMIA;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROPLASTIA;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROSTOMIA;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROTOMIA INTERNA COM OU SEM PRÓTESE ENDOURETRAL;;;X;X;SIM;SIM;SIM;X;;URETRA;SISTEMA URINÁRIO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO DE PRÓSTATA - DRENAGEM;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENOMA - RESSECÇÃO;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PROSTÁTICA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FOTOVAPORIZAÇÃO DE PRÓSTATA A LASER POR VIA ENDOSCÓPICA;582/2023;01/08/2023;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - EVACUAÇÃO E IRRIGAÇÃO;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - REVISÃO E/OU HEMOSTASIA ENDOSCÓPICA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - IMPLANTE DE PRÓTESE;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - TRATAMENTO POR DILATAÇÃO;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA RADICAL LAPAROSCÓPICA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO ENDOSCÓPICA DA PRÓSTATA;;;SIM;X;SIM;SIM;SIM;X;;PRÓSTATA E VESÍCULAS SEMINAIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ESCROTAL;;;SIM;SIM;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO;;;SIM;SIM;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELEFANTÍASE PENO-ESCROTAL - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO ESCROTAL;;;SIM;SIM;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO;;;SIM;X;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DA BOLSA ESCROTAL;;;SIM;X;SIM;SIM;SIM;X;;ESCROTO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE DE UM TESTÍCULO;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE TESTÍCULO;;;SIM;SIM;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCROTO AGUDO - EXPLORAÇÃO CIRÚRGICA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIDROCELE - CORREÇÃO CIRÚRGICA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE TESTICULAR;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIDOPEXIA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIDOPEXIA LAPAROSCÓPICA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ORQUIECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO DA VAGINAL;;;SIM;SIM;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REPARAÇÃO PLÁSTICA (TRAUMA);;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORÇÃO DE TESTÍCULO - CURA CIRÚRGICA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DE TESTÍCULO - RESSECÇÃO;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VARICOCELE - CORREÇÃO CIRÚRGICA;;;SIM;X;SIM;SIM;SIM;X;;TESTÍCULO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE EPIDÍDIMO;;;SIM;SIM;SIM;SIM;SIM;X;;EPIDÍDIMO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO;;;SIM;SIM;SIM;SIM;SIM;X;;EPIDÍDIMO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPIDIDIMECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;EPIDÍDIMO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA);;;SIM;X;SIM;SIM;SIM;X;;EPIDÍDIMO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO;;;SIM;SIM;SIM;SIM;SIM;X;;EPIDÍDIMO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESPERMATOCELECTOMIA;;;SIM;SIM;SIM;SIM;SIM;X;;CORDÃO ESPERMÁTICO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO CIRÚRGICA DO DEFERENTE;;;SIM;X;SIM;SIM;SIM;X;;CORDÃO ESPERMÁTICO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DE ESTERILIZAÇÃO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO;;;SIM;X;SIM;SIM;SIM;X;12;CORDÃO ESPERMÁTICO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VASOVASOANASTOMOSE (EXCETO PARA REVERSÃO DE VASECTOMIA);;;SIM;X;SIM;SIM;SIM;X;;CORDÃO ESPERMÁTICO;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO PARCIAL OU TOTAL;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PENIANA;;;SIM;SIM;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DOENÇA DE PEYRONIE - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELETROCOAGULAÇÃO DE LESÕES CUTÂNEAS;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMASCULAÇÃO PARA TRATAMENTO ONCOLÓGICO OU FASCEÍTE NECROTIZANTE;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISPADIA - RECONSTRUÇÃO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISPADIA COM INCONTINÊNCIA - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURA DE PÊNIS - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPOSPADIA - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE PRÓTESE SEMI-RÍGIDA (EXCLUI PRÓTESES INFLÁVEIS);;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOFALOPLASTIA COM OU SEM RECONSTRUÇÃO URETRAL;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PARAFIMOSE - REDUÇÃO MANUAL OU CIRÚRGICA;;;SIM;SIM;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÊNIS CURVO CONGÊNITO - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA - RETALHO CUTÂNEO À DISTÂNCIA;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA DE CORPO CAVERNOSO;;;SIM;SIM;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA DO FREIO BÁLANO-PREPUCIAL;;;SIM;SIM;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POSTECTOMIA;;;SIM;SIM;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PRIAPISMO - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE PÊNIS COM ENXERTO - PLÁSTICA TOTAL;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE DO PÊNIS;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVASCULARIZAÇÃO PENIANA;;;SIM;X;SIM;SIM;SIM;X;;PÊNIS;SISTEMA GENITAL E REPRODUTOR MASCULINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO PERINEAL - DRENAGEM CIRÚRGICA;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BARTOLINECTOMIA;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE VULVA;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VULVA;;;SIM;X;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CLITORIDECTOMIA;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CLITOROPLASTIA;;;SIM;X;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO RADICAL LOCAL DA VULVA;;;SIM;X;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE GLÂNDULA DE SKENE;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DA VULVA E/OU DO PERÍNEO;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA DOS PEQUENOS LÁBIOS - CORREÇÃO CIRÚRGICA;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCISÃO E DRENAGEM DA GLÂNDULA DE BARTHOLIN OU SKENE;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MARSUPIALIZAÇÃO DA GLÂNDULA DE BARTHOLIN;;;SIM;SIM;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
VULVECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;VULVA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE VAGINA;;;SIM;SIM;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VAGINA;;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOCLEISE (LEFORT);;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOPLASTIA;;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPORRAFIA OU COLPOPERINEOPLASTIA (INCLUINDO RESSECÇÃO DE SEPTO OU RESSUTURA DE PAREDE VAGINAL);;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLPOTOMIA OU CULDOCENTESE;;;SIM;SIM;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO VAGINAL;;;SIM;SIM;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTRAÇÃO DE CORPO ESTRANHO;;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA GINECOLÓGICA - TRATAMENTO CIRÚRGICO;;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIMENOTOMIA;;;SIM;SIM;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEOVAGINA (CÓLON, DELGADO, TUBO DE PELE);;;SIM;X;SIM;SIM;SIM;X;;VAGINA;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DO COLO UTERINO;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DO ENDOMÉTRIO;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DE COLO UTERINO;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM GINECOLÓGICA SEMIÓTICA E/OU TERAPÊUTICA COM OU SEM DILATAÇÃO DE COLO UTERINO;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO DO COLO UTERINO;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO DE PÓLIPO CERVICAL;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL (VIA ALTA OU BAIXA);;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA);;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL LAPAROSCÓPICA COM OU SEM ANEXECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL (VIA ALTA OU BAIXA);;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL AMPLIADA (VIA ALTA OU BAIXA);;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA AMPLIADA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA);;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÓPICA COM ANEXECTOMIA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTEROSCOPIA CIRÚRGICA COM BIÓPSIA E/OU CURETAGEM UTERINA, LISE DE SINÉQUIAS, RETIRADA DE CORPO ESTRANHO;;;SIM;SIM;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HISTEROSCOPIA COM RESSECTOSCÓPIO PARA MIOMECTOMIA, POLIPECTOMIA, METROPLASTIA, ENDOMETRECTOMIA E RESSECÇÃO DE SINÉQUIAS;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO/SISTEMA INTRAUTERINO (DIU/SIU) HORMONAL - INCLUI O DISPOSITIVO;542/2022;01/09/2022;SIM;SIM;X;X;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) NÃO HORMONAL - INCLUI O DISPOSITIVO;;;SIM;SIM;X;X;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METROPLASTIA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIOMECTOMIA UTERINA;;;SIM;X;SIM;SIM;SIM;X;;ÚTERO;SISTEMA GENITAL E REPRODUTOR FEMININO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
